id,timestamp,nivel,mensagem,thread_id,batch_id,no,duracao_s,provedor,modelo,sucesso,erro
1,2026-08-30T14:13:27.242836+00:00,INFO,no_executado,613,613,preparar_contexto,0.0028,,,,
2,2026-08-30T14:14:14.494372+00:00,INFO,no_executado,613,613,formular_pergunta_ishikawa,47.1934,,,,
3,2026-08-30T14:14:14.549845+00:00,INFO,no_executado,613,613,perguntar_operador,0.0008,,,,
4,2026-08-30T14:15:53.363239+00:00,INFO,no_executado,606,606,preparar_contexto,0.001,,,,
5,2026-08-30T14:15:58.267475+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,4.8472,,,,
6,2026-08-30T14:15:58.322379+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
7,2026-08-30T14:15:59.157432+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
8,2026-08-30T14:16:02.005079+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.7932,,,,
9,2026-08-30T14:16:09.746953+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,7.6581,,,,
10,2026-08-30T14:16:09.801728+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
11,2026-08-30T14:16:10.622265+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
12,2026-08-30T14:16:13.614006+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.9375,,,,
13,2026-08-30T14:16:17.653280+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,3.9851,,,,
14,2026-08-30T14:16:17.710038+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
15,2026-08-30T14:16:18.614058+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
16,2026-08-30T14:16:23.201854+00:00,INFO,no_executado,606,606,avaliar_informatividade,4.5328,,,,
17,2026-08-30T14:17:01.416111+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,38.1596,,,,
18,2026-08-30T14:17:01.470779+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
19,2026-08-30T14:17:02.801652+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
20,2026-08-30T14:17:10.792678+00:00,INFO,no_executado,606,606,avaliar_informatividade,7.9359,,,,
21,2026-08-30T14:17:10.847571+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
22,2026-08-30T14:17:11.812510+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
23,2026-08-30T14:17:14.199946+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.3333,,,,
24,2026-08-30T14:17:18.736720+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,4.4826,,,,
25,2026-08-30T14:17:18.792444+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
26,2026-08-30T14:17:19.610035+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
27,2026-08-30T14:17:22.049368+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.3834,,,,
28,2026-08-30T14:17:22.103870+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
29,2026-08-30T14:17:22.940267+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
30,2026-08-30T14:17:25.177146+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.1821,,,,
31,2026-08-30T14:18:03.325335+00:00,INFO,no_executado,606,606,preparar_contexto,0.001,,,,
32,2026-08-30T14:18:03.997229+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,38.7653,,,,
33,2026-08-30T14:18:04.052242+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
34,2026-08-30T14:18:04.904619+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
35,2026-08-30T14:18:07.200062+00:00,INFO,no_executado,606,606,formular_pergunta_ishikawa,3.817,,,,
36,2026-08-30T14:18:07.254797+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
37,2026-08-30T14:18:07.574303+00:00,INFO,no_executado,606,606,avaliar_informatividade,2.6148,,,,
38,2026-08-30T14:18:07.628691+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
39,2026-08-30T14:18:08.576861+00:00,INFO,no_executado,606,606,perguntar_operador,0.0001,,,,
40,2026-08-30T14:18:28.162829+00:00,INFO,no_executado,606,606,avaliar_informatividade,19.5307,,,,
41,2026-08-30T14:18:56.900162+00:00,INFO,no_executado,606,606,orquestrar_analise,28.682,,,,
42,2026-08-30T14:19:00.809310+00:00,INFO,no_executado,606,606,pre_busca_rag,3.8532,,,,
43,2026-08-30T14:19:01.193300+00:00,INFO,no_executado,606,606,formular_porque,4.2387,,,,
44,2026-08-30T14:19:02.237451+00:00,INFO,no_executado,611,611,preparar_contexto,0.0007,,,,
45,2026-08-30T14:19:06.504022+00:00,INFO,no_executado,611,611,formular_pergunta_ishikawa,4.2107,,,,
46,2026-08-30T14:19:06.559278+00:00,INFO,no_executado,611,611,perguntar_operador,0.0001,,,,
47,2026-08-30T14:19:07.731196+00:00,INFO,no_executado,611,611,perguntar_operador,0.0001,,,,
48,2026-08-30T14:19:19.684470+00:00,INFO,no_executado,611,611,avaliar_informatividade,11.8984,,,,
49,2026-08-30T14:19:24.091254+00:00,INFO,no_executado,611,611,formular_pergunta_ishikawa,4.35,,,,
50,2026-08-30T14:19:24.145786+00:00,INFO,no_executado,611,611,perguntar_operador,0.0001,,,,
51,2026-08-30T14:19:24.947979+00:00,INFO,no_executado,611,611,perguntar_operador,0.0001,,,,
52,2026-08-30T14:20:00.767063+00:00,INFO,no_executado,611,611,avaliar_informatividade,35.7617,,,,
53,2026-08-30T14:20:16.698290+00:00,INFO,no_executado,609,609,preparar_contexto,0.0008,,,,
54,2026-08-30T14:20:20.846265+00:00,INFO,no_executado,609,609,formular_pergunta_ishikawa,4.0929,,,,
55,2026-08-30T14:20:20.900972+00:00,INFO,no_executado,609,609,perguntar_operador,0.0001,,,,
56,2026-08-30T14:39:33.148031+00:00,INFO,no_executado,606,606,pre_busca_rag,9.0209,,,,
57,2026-08-30T14:40:23.066879+00:00,INFO,no_executado,611,611,avaliar_informatividade,48.8715,,,,
58,2026-08-30T14:41:28.339779+00:00,INFO,no_executado,606,606,pre_busca_rag,2.5922,,,,
59,2026-08-30T14:41:51.993478+00:00,INFO,no_executado,606,606,pre_busca_rag,2.6124,,,,
60,2026-08-30T14:42:35.720473+00:00,INFO,no_executado,606,606,pre_busca_rag,2.4179,,,,
61,2026-08-30T14:43:39.089600+00:00,INFO,no_executado,606,606,pre_busca_rag,2.3644,,,,
62,2026-08-30T14:45:34.873940+00:00,INFO,no_executado,611,611,avaliar_informatividade,34.8123,,,,
63,2026-08-30T14:46:31.669011+00:00,INFO,no_executado,611,611,avaliar_informatividade,35.877,,,,
64,2026-08-30T14:47:49.369979+00:00,INFO,no_executado,611,611,avaliar_informatividade,36.7299,,,,
65,2026-08-30T14:49:25.781265+00:00,INFO,no_executado,611,611,avaliar_informatividade,35.499,,,,
66,2026-08-30T14:51:25.287606+00:00,INFO,no_executado,607,607,preparar_contexto,0.0008,,,,
67,2026-08-30T14:52:00.780040+00:00,INFO,no_executado,607,607,formular_pergunta_ishikawa,35.438,,,,
68,2026-08-30T15:14:09.753733+00:00,INFO,no_executado,612-smoke-test,612,preparar_contexto,0.015,,,,
69,2026-08-30T15:14:12.404783+00:00,INFO,no_executado,612-smoke-test,612,formular_pergunta_ishikawa,2.5,,,,
70,2026-08-30T15:14:12.578275+00:00,INFO,no_executado,612-smoke-test,612,perguntar_operador,0.0,,,,
71,2026-08-30T15:14:50.709950+00:00,INFO,no_executado,612-smoke-test,612,perguntar_operador,0.0,,,,
72,2026-08-30T15:14:52.739017+00:00,INFO,no_executado,612-smoke-test,612,avaliar_informatividade,1.86,,,,
73,2026-08-30T15:14:54.639932+00:00,INFO,no_executado,612-smoke-test,612,formular_pergunta_ishikawa,1.656,,,,
